[2019-08-18 00:28:55] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=ZDE1ZWdlLzFBZG93SFpiNTNPZWo5NVlIU003OW1zVkhHMEQ1dWJwUXJsSnBtVHJ3NWY1cVpJTithNGxGd1kra1gwZjQxWFh0&timestamp=1566059334779 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:12] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=YWY2NzlvNDIxR3g0RE1YN2EvTE9Lb3cycytaeVB3R0FFYjFsQUFQMXlKUm0xM2RIS011WjNNRThORVVCanhMSXI3YWdVeVRQQlZ0RjdaamlDaTZydW1HTW9rdjZuWlVEM292L1JJQlp0TjVFTXc%3D&timestamp=1566059352009 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:19] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&keywords=%E5%A5%97%E7%9B%92&isrecommand=&ishot=&isnew=&isdiscount=&issendfree=&istime=&cate=&order=&by=&merchid=&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&authkey=&timestamp=1566059358694 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:23] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059362427 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:23] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059362446 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:25] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=25&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=ZDAxZU9nZjZnMjQwNXhOTEVnNFgvRkNyZXlXWXd3QlVoWTF0YnUxWWZmNnhyVld1cm5CcXlGd3IzNzBLbEdha01nUG5FY1IvZjQ1MU1nZmxNRHp1VzV4YlY5VkcvbDQ5VjJhVWJ5MEFlTWRGWVE%3D&timestamp=1566059364615 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:26] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=25&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059365294 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:39] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059378200 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:39] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059378161 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:39] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059378225 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:44] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059383872 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:44] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059383892 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:46] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=NjcyMUZTMlEwUS8vY2pOZ1liUFg4WkliNHV5b2NyUDA3ZGFmNW52UEZ5bmNuYTIzM0svclBONzhyMUxZbXdERitRdlZ1T0VvampnVk9YNzBrcC94UjRmZTVkQ1BSM2Z3RWRSWDRRKzVWTjJIbEE%3D&timestamp=1566059385439 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:46] trace  /app/ewei_shopv2_api.php?i=2&r=package.get_list&goodsid=63&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059385821 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:46] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059386012 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:48] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059387188 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:48] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059387220 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:48] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059387257 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:55] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059394849 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:55] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059394829 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:57] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=23&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=MzcxY0VJTXNsK2huWURSN2trTVptUG1DWGJjK3pPM24vT2x5MjEyUGVnMVEvQ1pCcmNhUS9ja1piZEJhTk9uWjAxZU00dHpwbGVlcmFxaWRxQUgxTEVYMlFsY2dmYlBKUXYrN1B3SXppV2hieXc%3D&timestamp=1566059396461 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:29:57] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=23&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059397006 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:30:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059404124 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-18 00:30:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5A4PZDubbdq3YiwLL_NWLgw&mid=&merchid=&authkey=&timestamp=1566059404158 yoxwechatbusinessModel::set_user:BEGIN
