[2019-08-24 10:05:27] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=MGQ3ZEM4THhtbmNXWTFpc054Z3RIQ3J2OE1McUI2ZG5oU3RIK0hxUkJIcTFvZFpUNEFDTXB3TlRGdzd3Y010MkRFcjBnQjc2&timestamp=1566612326865 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:28] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=MjRjMEZuMVJQZXdDSlNVNU1EVmlXSTVJSGZDRnZzQVcwMnBoWG9MUG41QjBwV3c1eDhCOWMzU3ZZWXhlV1RGcDd6T29PZWNM&timestamp=1566612326950 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:52] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612351568 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:52] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612351580 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:56] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612355791 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:57] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612355757 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:57] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612355857 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:57] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612355840 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:05:57] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612355874 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:06:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612367246 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:06:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612374055 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:06:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612374072 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 10:06:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5MAGIpbXvCEBqZW0paVwsWA&mid=&merchid=&authkey=&timestamp=1566612374038 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:10] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=ZGRkZkM4ZHZRS0hPTHdRR0lZWUkwYmRkdVdFRXRFdk5lTmVHNjRURlJyQ0RlSDhEbHE5VlRDM0YxL3F0dGRqZENVVHdlSVZB&timestamp=1566619631930 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:10] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=OTk0NTRnSnBPZVphVUlWT1BBQy8wQW9pSGFkTm5DdnIxaWxjNmdOaDRYcFU2UGpzU0dneVA0Z1dabktLKzZoWDYxVktDVU0y&timestamp=1566619632002 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:48] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619670486 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:49] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619670498 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:50] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=NDdlMHhXektMNzRPajF4QWlJZllTOGkwM1lmVkE2dmFkbnFvSjVvQ09Zajhoa1Vmay9kZzAxTGF2ZEIzVmJaWGh1Z2djQ2p3VTE4RVoraEppZ2x4VExhTURObUhQUVp2TGZoQTZWQ3dVd1ZKV2c%3D&timestamp=1566619671827 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:50] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619672333 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619676745 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619676729 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619676740 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:56] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619678366 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:56] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619678374 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:58] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=17&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=MTM0M1pMNm0wNmNZRTVSVVlBSVlQYmgzRjl5VTRNTXNodmlZWGdPeTd4dzNCdE9KTUd3SVgrZEp2UTdsSGhiem9sS2pRbWdUeWFxcU1XN3Jad3p1MEtZa3ZUYjViUWhiR2dnQ3MrNnV2U1o0U1E%3D&timestamp=1566619679759 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:07:58] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=17&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619680221 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:08:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619683833 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:08:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619683825 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 12:08:02] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566619683820 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-24 13:07:29] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5P4sMWTaQPJwuDXv7E0h8XM&mid=&merchid=&authkey=&timestamp=1566623251608 yoxwechatbusinessModel::set_user:BEGIN
