[2019-06-08 00:02:23] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=YmFkME45RlNzZkJ1bTF3bWZoYmU3Q2dUSHVxRkFDRU5tcXBUQWdRMEpCVkhCYlJITERFakhIdC84bXJ2a2N3bC9DWnY5bkZC&timestamp=1559923343028 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:02:28] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=ZGEyNVRhREVqZEFiZlJTWmNsRDFqeUNSeW1Yd01SY3FDQTZrYnlrNTZJNGI1VWF3WXJadGZUeGx1Wm9CaFhwbDFQMmN5VUNN&timestamp=1559923346888 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:13] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923387481 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923387402 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923387362 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:17] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923382982 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:17] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923383024 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:18] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&id=6&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=Zjk0ZFc1ZjYrK0dReTc5b0p6YUtFWGtOLzRkR3hDdDg5WXFhSU1NZTZ4dnljRWF0bVdXdTNMQjU2cFhpVXorRDFydjFGM2ttOC93b1NYdE4vVDJsQkQ0UWdDRQ%3D%3D&timestamp=1559923397284 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:18] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=6&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=Zjk0ZFc1ZjYrK0dReTc5b0p6YUtFWGtOLzRkR3hDdDg5WXFhSU1NZTZ4dnljRWF0bVdXdTNMQjU2cFhpVXorRDFydjFGM2ttOC93b1NYdE4vVDJsQkQ0UWdDRQ%3D%3D&timestamp=1559923397222 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:19] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=29&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=ODZhN3JoQ2RmMVhGN0ZIM3BaMUJ2aXBybXk2cGFhV3dKOFkrR3FhbjVtSzkyakpuUjZ0OUd3d0oyeU5kOVdwc0YyWEsvdWtJNU9hMjNzQTVpbG1xZk9wSW1wdjczQ09EdG8rZENuMzhaZVc5aGc%3D&timestamp=1559923398752 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:23] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923402765 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:23] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923402741 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:23] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923402788 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:03:21] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=29&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923400183 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:07:29] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923648419 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:07:30] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923648453 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:07:31] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923648392 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:08:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=MWFjNSs5aFhjeE9ZMHBrTHFZN2o4RWRZTUhybUIrYnIycXQ0bGFXY2tCSVk0Q2xxMnBGa3YzQXVJY3ZJbWk1cWZVQ0VTNXhyb0hQbzgvb3RpYzMyUW84Z2lVREM4aEtzQXBVV05uaFAvbW1YNkE%3D&timestamp=1559923694674 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:08:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=MWFjNSs5aFhjeE9ZMHBrTHFZN2o4RWRZTUhybUIrYnIycXQ0bGFXY2tCSVk0Q2xxMnBGa3YzQXVJY3ZJbWk1cWZVQ0VTNXhyb0hQbzgvb3RpYzMyUW84Z2lVREM4aEtzQXBVV05uaFAvbW1YNkE%3D&timestamp=1559923694649 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:08:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=MWFjNSs5aFhjeE9ZMHBrTHFZN2o4RWRZTUhybUIrYnIycXQ0bGFXY2tCSVk0Q2xxMnBGa3YzQXVJY3ZJbWk1cWZVQ0VTNXhyb0hQbzgvb3RpYzMyUW84Z2lVREM4aEtzQXBVV05uaFAvbW1YNkE%3D&timestamp=1559923694697 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:08:28] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923707553 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:08:28] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923707606 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:08:28] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923707581 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 00:08:29] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5PNScdgjd99Q5JPXDcDMLqo&mid=&merchid=&authkey=&timestamp=1559923709080 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-08 03:19:30] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5EowhfQ-QJPdTdgG4gqjWKk&authkey=MmRiMTJKME1yRFNNMkRrMXlYY2pRSXJBL0JFbmtWRWQ0cDB1VWV1Q3Q3VXlqdERzZ3o4dDN2dlpla09lMHhQRVc3QjUzZUpwYTZUbCtEbXlEVkpzT0x0b0Jmbw%3D%3D&timestamp=1559935170691 yoxwechatbusinessModel::set_user:BEGIN
